Project,Subproject,Treatment,Deployment Name,ID Type,Deployment ID,Sequence ID,Begin Time,End Time,Species Name,Common Name,Age,Sex,Individually Identifiable,Count,Actual Lat,Actual Lon,Fuzzed
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s72,2021-01-23T20:00:20,2021-01-23T20:00:24,Neofelis diardi,Sunda Clouded Leopard,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s73,2021-01-24T09:19:25,2021-01-24T09:19:58,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s73,2021-01-24T09:19:25,2021-01-24T09:19:58,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,4,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s74,2021-01-24T17:52:59,2021-01-24T17:53:01,Argusianus argus,Great Argus,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s75,2021-01-26T07:18:58,2021-01-26T07:19:54,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,6,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s76,2021-01-26T07:21:07,2021-01-26T07:21:08,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s77,2021-01-30T13:37:25,2021-01-30T13:37:27,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s78,2021-01-30T13:45:42,2021-01-30T13:46:41,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s79,2021-01-30T14:08:20,2021-01-30T14:08:55,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s8,2020-10-19T08:43:39,2020-10-19T08:43:45,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s80,2021-01-30T15:54:24,2021-01-30T15:54:26,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s81,2021-02-01T15:13:22,2021-02-01T15:13:25,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s82,2021-02-04T13:25:06,2021-02-04T13:25:08,Rollulus rouloul,Crested Partridge,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s83,2021-02-06T00:22:03,2021-02-06T00:22:06,No Animal,No Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s84,2021-02-08T11:10:41,2021-02-08T11:10:43,Herpestes brachyurus,Short-tailed Mongoose,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s85,2021-02-08T11:13:07,2021-02-08T11:13:08,Herpestes brachyurus,Short-tailed Mongoose,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s86,2021-02-12T11:58:14,2021-02-12T11:58:31,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s87,2021-02-12T12:06:04,2021-02-12T12:06:09,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s88,2021-02-12T12:07:31,2021-02-12T12:08:27,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s89,2021-02-12T12:10:31,2021-02-12T12:10:36,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s9,2020-10-20T15:10:28,2020-10-20T15:10:30,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s90,2021-02-12T12:43:32,2021-02-12T12:44:25,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s90,2021-02-12T12:43:32,2021-02-12T12:44:25,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s91,2021-02-17T23:27:08,2021-02-17T23:27:10,No Animal,No Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s92,2021-02-19T09:30:57,2021-02-19T09:30:59,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s93,2021-02-22T09:18:24,2021-02-22T09:19:17,Argusianus argus,Great Argus,Adult,Male,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s94,2021-02-22T18:40:39,2021-02-22T18:41:06,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s95,2021-02-23T04:53:10,2021-02-23T04:53:12,No Animal,No Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s96,2021-02-23T09:02:50,2021-02-23T09:02:53,No Animal,No Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s97,2021-02-28T18:13:13,2021-02-28T18:13:15,No Animal,No Animal,Unknown,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s98,2021-03-01T09:35:21,2021-03-01T09:35:24,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF37_Dec21,Researcher,d74229,d74229s99,2021-03-03T12:52:32,2021-03-03T12:52:35,Rheithrosciurus macrotis,Tufted Ground Squirrel,Adult,Unknown,N,1,1.39903,111.99784,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s1,2020-07-16T11:19:52,2020-07-16T11:20:05,Camera Trapper,Camera Trapper,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s10,2020-07-25T17:15:18,2020-07-25T17:15:20,No Animal,No Animal,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s11,2020-07-29T10:20:18,2020-07-29T10:20:20,Unknown Animal,Unknown Animal,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s12,2020-07-29T16:37:38,2020-07-29T16:37:40,Unknown Squirrel,Unknown Squirrel,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s13,2020-07-30T11:29:39,2020-07-30T11:29:42,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s14,2020-07-31T06:21:41,2020-07-31T06:21:42,Unknown Animal,Unknown Animal,Unknown,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s15,2020-08-01T14:54:10,2020-08-01T14:54:12,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s16,2020-08-01T15:23:32,2020-08-01T15:23:54,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s17,2020-08-06T10:02:25,2020-08-06T10:03:16,Sus barbatus,Bearded Pig,Adult,Female,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s18,2020-08-07T08:03:44,2020-08-07T08:03:46,Unknown Animal,Unknown Animal,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s19,2020-08-07T20:25:30,2020-08-07T20:25:32,Viverra tangalunga,Malay Civet,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s2,2020-07-18T16:43:38,2020-07-18T16:43:42,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s20,2020-08-08T14:35:23,2020-08-08T14:35:29,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s21,2020-08-10T10:29:44,2020-08-10T10:29:49,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s22,2020-08-10T14:01:27,2020-08-10T14:01:28,Sus barbatus,Bearded Pig,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s23,2020-08-13T04:07:16,2020-08-13T04:07:45,Sus barbatus,Bearded Pig,Unknown,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s24,2020-08-14T05:42:46,2020-08-14T05:42:48,Sus barbatus,Bearded Pig,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s25,2020-08-14T06:05:52,2020-08-14T06:05:57,Sus barbatus,Bearded Pig,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s26,2020-08-14T06:20:24,2020-08-14T06:20:27,Sus barbatus,Bearded Pig,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s27,2020-08-15T11:29:47,2020-08-15T11:29:53,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s28,2020-08-17T21:05:06,2020-08-17T21:05:21,Sus barbatus,Bearded Pig,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s29,2020-08-19T10:21:08,2020-08-19T10:21:10,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s3,2020-07-20T09:00:55,2020-07-20T09:00:57,No Animal,No Animal,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s30,2020-08-21T10:14:02,2020-08-21T10:14:38,Sus barbatus,Bearded Pig,Unknown,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s31,2020-08-23T05:20:06,2020-08-23T05:20:08,Unknown Animal,Unknown Animal,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s32,2020-08-25T09:31:24,2020-08-25T09:31:26,Sus barbatus,Bearded Pig,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s33,2020-08-31T17:32:31,2020-08-31T17:33:19,Muntiacus muntjak,Southern Red Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s34,2020-08-31T17:40:34,2020-08-31T17:40:42,Sus barbatus,Bearded Pig,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s35,2020-08-31T22:42:48,2020-08-31T22:42:54,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s36,2020-09-01T05:54:31,2020-09-01T05:55:09,Sus barbatus,Bearded Pig,Adult,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s37,2020-09-01T08:59:28,2020-09-01T09:00:23,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s37,2020-09-01T08:59:28,2020-09-01T09:00:23,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s38,2020-09-01T09:01:25,2020-09-01T09:01:50,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s39,2020-09-05T04:12:39,2020-09-05T04:12:44,Sus barbatus,Bearded Pig,Unknown,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s4,2020-07-20T12:36:43,2020-07-20T12:36:45,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s40,2020-09-09T08:57:03,2020-09-09T08:57:05,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s41,2020-09-12T08:37:50,2020-09-12T08:37:53,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s42,2020-09-12T10:28:40,2020-09-12T10:28:41,Macaca nemestrina,Southern Pig-tailed Macaque,Juvenile,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s43,2020-09-16T08:46:35,2020-09-16T08:46:37,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s44,2020-09-19T08:02:19,2020-09-19T08:05:13,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,9,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s45,2020-09-19T11:17:04,2020-09-19T11:17:51,Sus barbatus,Bearded Pig,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s46,2020-09-20T19:13:56,2020-09-20T19:13:58,Unknown Chevrotain,Unknown Chevrotain,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s47,2020-09-21T10:16:52,2020-09-21T10:17:03,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s48,2020-09-22T13:41:55,2020-09-22T13:42:01,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s49,2020-09-22T13:43:11,2020-09-22T13:44:39,Muntiacus atherodes,Bornean Yellow Muntjac,Unknown,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s5,2020-07-20T12:39:01,2020-07-20T12:39:12,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s50,2020-09-23T13:13:16,2020-09-23T13:13:17,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s51,2020-09-27T12:55:33,2020-09-27T12:55:35,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s52,2020-09-28T09:47:21,2020-09-28T09:47:38,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s53,2020-09-28T21:29:36,2020-09-28T21:29:38,Hemigalus derbyanus,Banded Civet,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s54,2020-09-30T07:04:13,2020-09-30T07:05:32,Sus barbatus,Bearded Pig,Unknown,Unknown,N,3,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s55,2020-09-30T23:32:26,2020-09-30T23:32:28,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s56,2020-10-01T03:06:11,2020-10-01T03:06:13,Viverra tangalunga,Malay Civet,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s57,2020-10-03T20:07:53,2020-10-03T20:08:07,Helarctos malayanus,Sun Bear,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s58,2020-10-05T10:19:30,2020-10-05T10:19:31,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s59,2020-10-05T10:20:33,2020-10-05T10:20:35,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s6,2020-07-20T17:25:13,2020-07-20T17:25:19,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Female,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s60,2020-10-06T06:53:46,2020-10-06T06:54:06,Muntiacus atherodes,Bornean Yellow Muntjac,Adult,Unknown,N,2,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s61,2020-10-06T08:56:42,2020-10-06T08:56:49,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s62,2020-10-06T23:56:51,2020-10-06T23:56:53,Muntiacus species,Muntiacus species,Adult,Male,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s63,2020-10-09T03:33:30,2020-10-09T03:33:32,Unknown Chevrotain,Unknown Chevrotain,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s64,2020-10-09T11:40:12,2020-10-09T11:40:18,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s65,2020-10-11T06:05:03,2020-10-11T06:05:05,Muntiacus species,Muntiacus species,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s66,2020-10-11T10:59:44,2020-10-11T11:01:02,Camera Trapper,Camera Trapper,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s7,2020-07-21T10:33:12,2020-07-21T10:33:18,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s8,2020-07-22T14:48:01,2020-07-22T14:48:03,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Oct20,Researcher,d71490,d71490s9,2020-07-22T14:49:33,2020-07-22T14:49:35,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s1,2020-03-11T15:48:32,2020-03-11T15:49:31,Camera Trapper,Camera Trapper,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s10,2020-03-27T12:22:07,2020-03-27T12:22:09,Macaca nemestrina,Southern Pig-tailed Macaque,Unknown,Unknown,N,1,1.40526,112.00227,FALSE
Smithsonian Borneo Mammal Survey at LEWS Project,LEWS Community Forests,,CF39_Jul20,Researcher,d67680,d67680s11,2020-03-29T11:37:17,2020-03-29T11:37:19,Macaca nemestrina,Southern Pig-tailed Macaque,Adult,Male,N,1,1.40526,112.00227,FALSE
