project_id,deployment_id,subproject_name,subproject_design,placename,longitude,latitude,start_date,end_date,event_name,event_description,event_type,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,recorded_by,plot_treatment,plot_treatment_description,detection_distance
p197,Plot08-Jan2019_d50334,Reserve Forest,,Plot08-Jan2019,111.99784,1.39903,2018-11-02 00:00:00,2019-01-04 00:00:00,,,,None,,None,,NRC123,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8.2
p197,Plot09-Jan2019_d50335,Reserve Forest,,Plot09-Jan2019,112.00162,1.40046,2018-11-02 00:00:00,2018-12-24 00:00:00,,,,None,,None,,NRC-117,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot04-Jan2019_d50330,Reserve Forest,,Plot04-Jan2019,111.97739,1.39488,2018-11-11 00:00:00,2019-01-20 00:00:00,,,,None,,None,,Cam05,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot15-Jan2019_d50341,Buffer Forest,,Plot15-Jan2019,112.00831,1.41190,2018-11-03 00:00:00,2018-12-20 00:00:00,,,,None,,None,,SCBI-51,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot25-Jan2019_d50351,Sanctuary Forest,,Plot25-Jan2019,112.00533,1.42268,2018-11-07 00:00:00,2018-12-30 00:00:00,,,,None,,None,,NRC-81,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot38-Jan2019_d50364,Sanctuary Forest,,Plot38-Jan2019,112.01743,1.42203,2018-11-06 00:00:00,2019-01-16 00:00:00,,,,None,,None,,SCBI-95,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,5
p197,Plot40-Jan2019_d50366,Sanctuary Forest,,Plot40-Jan2019,112.01592,1.41917,2018-11-05 00:00:00,2019-01-14 00:00:00,,,,None,,None,,YAG-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,9
p197,Plot47-Jan2019_d50373,Reserve Forest,,Plot47-Jan2019,111.99307,1.38718,2018-11-12 00:00:00,2019-01-20 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot33-Jan2019_d50359,Sanctuary Forest,,Plot33-Jan2019,112.00983,1.41524,2018-11-05 00:00:00,2019-01-14 00:00:00,,,,None,,None,,SCBI-63,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot37-Jan2019_d50363,Sanctuary Forest,,Plot37-Jan2019,112.01308,1.42249,2018-11-07 00:00:00,2018-12-18 00:00:00,,,,None,,None,,NRC-135,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot39-Jan2019_d50365,Sanctuary Forest,,Plot39-Jan2019,112.02428,1.42094,2018-11-03 00:00:00,2019-01-11 00:00:00,,,,None,,None,,NRC-114,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot19-Jan2019_d50345,Buffer Forest,,Plot19-Jan2019,112.00227,1.40526,2018-11-02 00:00:00,2019-01-12 00:00:00,,,,None,,None,,CAM-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot23-Jan2019_d50349,Sanctuary Forest,,Plot23-Jan2019,112.00882,1.42287,2018-11-06 00:00:00,2019-01-02 00:00:00,,,,None,,None,,SI-1001,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.6
p197,Plot11-Jan2019_d50337,Reserve Forest,,Plot11-Jan2019,111.98035,1.40998,2018-11-11 00:00:00,2019-01-19 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot17-Jan2019_d50343,Buffer Forest,,Plot17-Jan2019,112.01824,1.41268,2018-11-04 00:00:00,2019-01-02 00:00:00,,,,None,,None,,SCBI-47,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot32-Jan2019_d50358,Sanctuary Forest,,Plot32-Jan2019,112.01208,1.41732,2018-11-05 00:00:00,2018-12-26 00:00:00,,,,None,,None,,NRC-84,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot20-Jan2019_d50346,Buffer Forest,,Plot20-Jan2019,112.00363,1.41058,2018-11-03 00:00:00,2019-01-10 00:00:00,,,,None,,None,,SCBI-85,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.4
p197,Plot18-Jan2019_d50344,Buffer Forest,,Plot18-Jan2019,112.00639,1.40089,2018-11-02 00:00:00,2019-01-12 00:00:00,,,,None,,None,,SCBI-78,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot28-Jan2019_d50354,Sanctuary Forest,,Plot28-Jan2019,112.02124,1.41436,2018-11-04 00:00:00,2018-12-13 00:00:00,,,,None,,None,,NRC-110,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot46-Jan2019_d50372,Buffer Forest,,Plot46-Jan2019,112.00732,1.40814,2018-11-03 00:00:00,2019-01-10 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot35-Jan2019_d50361,Sanctuary Forest,,Plot35-Jan2019,112.01889,1.41632,2018-11-04 00:00:00,2019-01-11 00:00:00,,,,None,,None,,NRC-142,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9.5
p197,Plot27-Jan2019_d50353,Sanctuary Forest,,Plot27-Jan2019,112.00315,1.42940,2018-11-04 00:00:00,2018-11-18 00:00:00,,,,None,,None,,SCBI-69,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot16-Jan2019_d50342,Buffer Forest,,Plot16-Jan2019,112.01359,1.41116,2018-11-03 00:00:00,2019-01-10 00:00:00,,,,None,,None,,SI-1006,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot50-Jan2019_d50376,Buffer Forest,,Plot50-Jan2019,111.99641,1.42020,2018-11-08 00:00:00,2019-01-17 00:00:00,,,,None,,None,,SCBI-72,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot36-Jan2019_d50362,Sanctuary Forest,,Plot36-Jan2019,112.02224,1.41936,2018-11-03 00:00:00,2019-01-11 00:00:00,,,,None,,None,,FONZ-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot12-Jan2019_d50338,Reserve Forest,,Plot12-Jan2019,111.99201,1.40484,2018-11-11 00:00:00,2018-12-11 00:00:00,,,,None,,None,,SI-07,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot42-Jan2019_d50368,Sanctuary Forest,,Plot42-Jan2019,112.00824,1.43917,2018-11-07 00:00:00,2019-01-15 00:00:00,,,,None,,None,,FONZ-04,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot22-Jan2019_d50348,Sanctuary Forest,,Plot22-Jan2019,112.01033,1.41866,2018-11-06 00:00:00,2019-01-14 00:00:00,,,,None,,None,,SCBI-100,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,5.8
p197,Plot21-Jan2019_d50347,Sanctuary Forest,,Plot21-Jan2019,112.00695,1.41658,2018-11-06 00:00:00,2019-01-14 00:00:00,,,,None,,None,,SCBI-87,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot41-Jan2019_d50367,Sanctuary Forest,,Plot41-Jan2019,112.00906,1.44364,2018-11-07 00:00:00,2019-01-15 00:00:00,,,,None,,None,,SCBI-74,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9
p197,Plot26-Jan2019_d50352,Sanctuary Forest,,Plot26-Jan2019,112.00652,1.42851,2018-11-04 00:00:00,2018-12-30 00:00:00,,,,None,,None,,NRC-140,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot31-Jan2019_d50357,Sanctuary Forest,,Plot31-Jan2019,112.01243,1.41957,2018-11-06 00:00:00,2019-01-16 00:00:00,,,,None,,None,,SI-11,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot43-Jan2019_d50369,Sanctuary Forest,,Plot43-Jan2019,112.00675,1.43407,2018-11-07 00:00:00,2019-01-15 00:00:00,,,,None,,None,,CAM-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot34-Jan2019_d50360,Sanctuary Forest,,Plot34-Jan2019,112.01388,1.41566,2018-11-05 00:00:00,2019-01-03 00:00:00,,,,None,,None,,SCBI-56,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot24-Jan2019_d50350,Sanctuary Forest,,Plot24-Jan2019,112.00339,1.41835,2018-11-04 00:00:00,2019-01-12 00:00:00,,,,None,,None,,SCBI-88,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot45-Jan2019_d50371,Sanctuary Forest,,Plot45-Jan2019,112.01266,1.43755,2018-11-07 00:00:00,2019-01-15 00:00:00,,,,None,,None,,SCBI-91,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot02-May2018_d43868,Reserve Forest,,Plot02-May2018,111.98776,1.38292,2018-03-16 00:00:00,2018-04-29 00:00:00,,,,None,,None,,SI-05,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot50-Mar2019_d51872,Buffer Forest,,Plot50-Mar2019,111.99641,1.42020,2019-01-17 00:00:00,2019-03-12 00:00:00,,,,None,,None,,SCBI-72,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot43-Mar2018_d39029,Sanctuary Forest,,Plot43-Mar2018,112.00675,1.43407,2019-01-15 00:00:00,2019-03-10 00:00:00,,,,None,,None,,FONZ-01,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot03-Mar2019_d51825,Reserve Forest,,Plot03-Mar2019,111.98013,1.39128,2019-01-20 00:00:00,2019-03-15 00:00:00,,,,None,,None,,SCBI-65,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot01-Mar2019_d51823,Reserve Forest,,Plot01-Mar2019,111.98443,1.38705,2019-01-19 00:00:00,2019-03-14 00:00:00,,,,None,,None,,0,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot04-Mar2019_d51826,Reserve Forest,,Plot04-Mar2019,111.97739,1.39488,2019-01-20 00:00:00,2019-03-16 00:00:00,,,,None,,None,,Cam05,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot10-Mar2019_d51832,Reserve Forest,,Plot10-Mar2019,111.98550,1.40476,2019-01-19 00:00:00,2019-03-16 00:00:00,,,,None,,None,,OK-61,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot05-Mar2019_d51827,Reserve Forest,,Plot05-Mar2019,111.97807,1.40016,2019-01-20 00:00:00,2019-03-15 00:00:00,,,,None,,None,,SCBI-57,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot17-Mar2019_d51839,Buffer Forest,,Plot17-Mar2019,112.01824,1.41268,2019-01-11 00:00:00,2019-01-12 00:00:00,,,,None,,None,,SCBI-47,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot12-Mar2019_d51834,Reserve Forest,,Plot12-Mar2019,111.99201,1.40484,2019-01-18 00:00:00,2019-02-14 00:00:00,,,,None,,None,,SI-07,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot33-Mar2019_d51855,Sanctuary Forest,,Plot33-Mar2019,112.00983,1.41524,2019-01-14 00:00:00,2019-02-07 00:00:00,,,,None,,None,,SCBI-63,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot36-Mar2019_d51858,Sanctuary Forest,,Plot36-Mar2019,112.02224,1.41936,2019-01-11 00:00:00,2019-03-07 00:00:00,,,,None,,None,,FONZ-08,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot28-Mar2019_d51850,Sanctuary Forest,,Plot28-Mar2019,112.02124,1.41436,2019-01-11 00:00:00,2019-01-23 00:00:00,,,,None,,None,,NRC-110,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot42-Mar2019_d51864,Sanctuary Forest,,Plot42-Mar2019,112.00824,1.43917,2019-01-15 00:00:00,2019-03-10 00:00:00,,,,None,,None,,FONZ-04,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot41-Mar2019_d51863,Sanctuary Forest,,Plot41-Mar2019,112.00906,1.44364,2019-01-15 00:00:00,2019-03-10 00:00:00,,,,None,,None,,SCBI-74,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9
p197,Plot49-Mar2019_d51871,Buffer Forest,,Plot49-Mar2019,111.99940,1.41265,2019-01-17 00:00:00,2019-03-12 00:00:00,,,,None,,None,,SCBI-1010,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot46-Mar2019_d51868,Buffer Forest,,Plot46-Mar2019,112.00732,1.40814,2019-01-10 00:00:00,2019-03-11 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot15-Mar2019_d51837,Buffer Forest,,Plot15-Mar2019,112.00831,1.41190,2019-01-10 00:00:00,2019-03-11 00:00:00,,,,None,,None,,SCBI-51,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot24-Mar2019_d51846,Sanctuary Forest,,Plot24-Mar2019,112.00339,1.41835,2019-01-12 00:00:00,2019-03-11 00:00:00,,,,None,,None,,SCBI-88,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot25-Mar2019_d51847,Sanctuary Forest,,Plot25-Mar2019,112.00533,1.42268,2019-01-12 00:00:00,2019-03-11 00:00:00,,,,None,,None,,NRC-81,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot21-Mar2019_d51843,Sanctuary Forest,,Plot21-Mar2019,112.00695,1.41658,2019-01-14 00:00:00,2019-03-09 00:00:00,,,,None,,None,,SCBI-87,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot06-Mar2019_d51828,Reserve Forest,,Plot06-Mar2019,111.99057,1.39679,2019-01-19 00:00:00,2019-03-17 00:00:00,,,,None,,None,,SCBI-62,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot48-Mar2019_d51870,Reserve Forest,,Plot48-Mar2019,111.99307,1.38899,2019-01-20 00:00:00,2019-03-14 00:00:00,,,,None,,None,,SI-1003,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot14-Mar2019_d51836,Reserve Forest,,Plot14-Mar2019,111.99928,1.39225,2019-01-20 00:00:00,2019-02-25 00:00:00,,,,None,,None,,NRC-76,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot45-Mar2019_d51867,Sanctuary Forest,,Plot45-Mar2019,112.01266,1.43755,2019-01-15 00:00:00,2019-03-10 00:00:00,,,,None,,None,,SCBI-91,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot44-Mar2019_d51866,Sanctuary Forest,,Plot44-Mar2019,112.01313,1.44332,2019-01-15 00:00:00,2019-03-09 00:00:00,,,,None,,None,,SCBI-93,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,5
p197,Plot37-Mar2019_d51859,Sanctuary Forest,,Plot37-Mar2019,112.01308,1.42249,2019-01-16 00:00:00,2019-01-26 00:00:00,,,,None,,None,,NRC-135,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot40-Mar2019_d51862,Sanctuary Forest,,Plot40-Mar2019,112.01592,1.41917,2019-01-14 00:00:00,2019-03-09 00:00:00,,,,None,,None,,NRC-134,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9
p197,Plot11-Mar2019_d51833,Reserve Forest,,Plot11-Mar2019,111.98035,1.40998,2019-01-19 00:00:00,2019-03-16 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot39-Mar2019_d51861,Sanctuary Forest,,Plot39-Mar2019,112.02428,1.42094,2019-01-11 00:00:00,2019-03-07 00:00:00,,,,None,,None,,NRC-114,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot13-Mar2019_d51835,Reserve Forest,,Plot13-Mar2019,111.99262,1.40981,2019-01-18 00:00:00,2019-03-17 00:00:00,,,,None,,None,,NRC-151,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot35-Mar2019_d51857,Sanctuary Forest,,Plot35-Mar2019,112.01889,1.41632,2019-01-11 00:00:00,2019-03-07 00:00:00,,,,None,,None,,NRC-142,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9.5
p197,Plot32-Mar2019_d51854,Sanctuary Forest,,Plot32-Mar2019,112.01208,1.41732,2019-01-14 00:00:00,2019-01-16 00:00:00,,,,None,,None,,NRC-84,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot18-Mar2019_d51840,Buffer Forest,,Plot18-Mar2019,112.00639,1.40089,2019-01-12 00:00:00,2019-03-06 00:00:00,,,,None,,None,,SCBI-78,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot08-Mar2019_d51830,Reserve Forest,,Plot08-Mar2019,111.99784,1.39903,2019-01-19 00:00:00,2019-03-16 00:00:00,,,,None,,None,,NRC123,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8.2
p197,Plot38-Mar2019_d51860,Sanctuary Forest,,Plot38-Mar2019,112.01743,1.42203,2019-01-16 00:00:00,2019-03-09 00:00:00,,,,None,,None,,SCBI-95,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,5
p197,Plot29-Mar2019_d51851,Sanctuary Forest,,Plot29-Mar2019,112.02399,1.41649,2019-01-11 00:00:00,2019-03-07 00:00:00,,,,None,,None,,SCBI-80,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9
p197,Plot16-Mar2019_d51838,Buffer Forest,,Plot16-Mar2019,112.01359,1.41116,2019-01-10 00:00:00,2019-03-11 00:00:00,,,,None,,None,,SI-1006,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot07-Mar2019_d51829,Reserve Forest,,Plot07-Mar2019,111.99400,1.40039,2019-01-19 00:00:00,2019-03-16 00:00:00,,,,None,,None,,SCBI-1015,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.7
p197,Plot20-Mar2019_d51842,Buffer Forest,,Plot20-Mar2019,112.00363,1.41058,2019-01-10 00:00:00,2019-03-06 00:00:00,,,,None,,None,,SCBI-85,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.4
p197,Plot22-Mar2019_d51844,Sanctuary Forest,,Plot22-Mar2019,112.01033,1.41866,2019-01-14 00:00:00,2019-03-09 00:00:00,,,,None,,None,,SCBI-100,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,5.8
p197,Plot27-Mar2019_d51849,Sanctuary Forest,,Plot27-Mar2019,112.00315,1.42940,2019-01-12 00:00:00,2019-03-11 00:00:00,,,,None,,None,,SCBI-69,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot47-Mar2019_d51869,Reserve Forest,,Plot47-Mar2019,111.99307,1.38718,2019-01-20 00:00:00,2019-03-14 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot23-Mar2019_d51845,Sanctuary Forest,,Plot23-Mar2019,112.00882,1.42287,2019-01-16 00:00:00,2019-02-26 00:00:00,,,,None,,None,,SCBI 97,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.6
p197,Plot26-July2019_d60253,Sanctuary Forest,,Plot26-July2019,112.00652,1.42851,2019-05-09 00:00:00,2019-07-10 00:00:00,,,,None,,None,,NRC-140,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot35-July2019_d60262,Sanctuary Forest,,Plot35-July2019,112.01889,1.41632,2019-05-08 00:00:00,2019-07-05 00:00:00,,,,None,,None,,NRC-142,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9.5
p197,Plot13-May2019_d54941,Reserve Forest,,Plot13-May2019,111.99262,1.40981,2019-03-22 00:00:00,2019-05-11 00:00:00,,,,None,,None,,NRC-151,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot09-July2019_d60236,Reserve Forest,,Plot09-July2019,112.00162,1.40046,2019-05-11 00:00:00,2019-07-12 00:00:00,,,,None,,None,,NRC-117,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot17-May2019_d54945,Buffer Forest,,Plot17-May2019,112.01824,1.41268,2019-03-07 00:00:00,2019-05-08 00:00:00,,,,None,,None,,SCBI-47,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot32-May2019_d54960,Sanctuary Forest,,Plot32-May2019,112.01208,1.41732,2019-03-09 00:00:00,2019-04-01 00:00:00,,,,None,,None,,NRC-84,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot08-May2019_d54936,Reserve Forest,,Plot08-May2019,111.99784,1.39903,2019-03-16 00:00:00,2019-05-11 00:00:00,,,,None,,None,,NRC123,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8.2
p197,Plot03-July2019_d60230,Reserve Forest,,Plot03-July2019,111.98013,1.39128,2019-05-13 00:00:00,2019-06-19 00:00:00,,,,None,,None,,SCBI-65,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot14-July2019_d60241,Reserve Forest,,Plot14-July2019,111.99928,1.39225,2019-05-15 00:00:00,2019-05-22 00:00:00,,,,None,,None,,NRC-76,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot08-July2019_d60235,Reserve Forest,,Plot08-July2019,111.99784,1.39903,2019-05-11 00:00:00,2019-07-13 00:00:00,,,,None,,None,,NRC123,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8.2
p197,Plot50-July2019_d60277,Buffer Forest,,Plot50-July2019,111.99641,1.42020,2019-05-13 00:00:00,2019-07-12 00:00:00,,,,None,,None,,SCBI-72,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot02-May2019_d54930,Reserve Forest,,Plot02-May2019,111.98776,1.38292,2019-03-21 00:00:00,2019-03-29 00:00:00,,,,None,,None,,SCBI-69,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7
p197,Plot35-May2019_d54963,Sanctuary Forest,,Plot35-May2019,112.01889,1.41632,2019-03-07 00:00:00,2019-05-08 00:00:00,,,,None,,None,,NRC-142,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9.5
p197,Plot20-May2019_d54948,Buffer Forest,,Plot20-May2019,112.00363,1.41058,2019-03-06 00:00:00,2019-04-06 00:00:00,,,,None,,None,,SCBI-85,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.4
p197,Plot40-July2019_d60267,Sanctuary Forest,,Plot40-July2019,112.01592,1.41917,2019-05-11 00:00:00,2019-07-07 00:00:00,,,,None,,None,,NRC-134,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9
p197,Plot47-July2019_d60274,Reserve Forest,,Plot47-July2019,111.99307,1.38718,2019-05-15 00:00:00,2019-07-13 00:00:00,,,,None,,None,,0,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6
p197,Plot30-May2019_d54958,Sanctuary Forest,,Plot30-May2019,112.02754,1.41805,2019-03-07 00:00:00,2019-04-04 00:00:00,,,,None,,None,,SCBI-55,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot48-July2019_d60275,Reserve Forest,,Plot48-July2019,111.99307,1.38899,2019-05-15 00:00:00,2019-07-13 00:00:00,,,,None,,None,,SI-1003,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
p197,Plot05-July2019_d60232,Reserve Forest,,Plot05-July2019,111.97807,1.40016,2019-05-13 00:00:00,2019-07-14 00:00:00,,,,None,,None,,SCBI-57,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot24-July2019_d60251,Sanctuary Forest,,Plot24-July2019,112.00339,1.41835,2019-05-09 00:00:00,2019-07-10 00:00:00,,,,None,,None,,SCBI-88,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,6.5
p197,Plot29-May2019_d54957,Sanctuary Forest,,Plot29-May2019,112.02399,1.41649,2019-03-07 00:00:00,2019-05-08 00:00:00,,,,None,,None,,SCBI-80,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,9
p197,Plot16-May2019_d54944,Buffer Forest,,Plot16-May2019,112.01359,1.41116,2019-03-11 00:00:00,2019-05-11 00:00:00,,,,None,,None,,SI-1006,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot11-July2019_d60238,Reserve Forest,,Plot11-July2019,111.98035,1.40998,2019-05-12 00:00:00,2019-07-14 00:00:00,,,,None,,None,,SI-1001,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,7.5
