project_id,deployment_id,subproject_name,subproject_design,placename,longitude,latitude,start_date,end_date,event_name,event_description,event_type,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,recorded_by,plot_treatment,plot_treatment_description,detection_distance
p197,CF30_Jul20_d67671,LEWS Community Forests,,CF30_Jul20,111.99104,1.38835,2020-01-21 00:00:00,2020-07-18 00:00:00,,,,None,,None,,WLS-201,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,CF17_Dec21_d74209,LEWS Community Forests,,CF17_Dec21,111.98322,1.38516,2020-10-09 00:00:00,2021-02-14 00:00:00,,,,None,,None,,WLS-05,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,T10_oct_20_d74285,LEWS Elevational Transect,,T10_oct_20,111.99567,1.43833,2020-10-14 00:00:00,2021-11-09 00:00:00,,,,None,,None,,PC800 PROFESSIONAL,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF39_Dec21_d74231,LEWS Community Forests,,CF39_Dec21,112.00227,1.40526,2020-10-11 00:00:00,2021-01-12 00:00:00,,,,None,,None,,PC900 PROFESSIONAL,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF25_Dec21_d74217,LEWS Community Forests,,CF25_Dec21,111.98695,1.39890,2020-10-19 00:00:00,2021-01-23 00:00:00,,,,None,,None,,SCBI28,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF33_Jul20_d67674,LEWS Community Forests,,CF33_Jul20,111.99363,1.39238,2020-01-18 00:00:00,2020-03-20 00:00:00,,,,None,,None,,WLS-12,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,CF12_Dec21_d74204,LEWS Community Forests,,CF12_Dec21,111.98035,1.40998,2020-10-12 00:00:00,2020-12-15 00:00:00,,,,None,,None,,SI1001,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF23_Jul20_d67664,LEWS Community Forests,,CF23_Jul20,111.98649,1.37675,2020-01-26 00:00:00,2020-03-14 00:00:00,,,,None,,None,,Not_entered,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,
p197,CF31_Dec21_d74223,LEWS Community Forests,,CF31_Dec21,111.99262,1.40981,2020-10-14 00:00:00,2020-12-26 00:00:00,,,,None,,None,,SCBI79,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF29_Dec21_d74221,LEWS Community Forests,,CF29_Dec21,111.99090,1.39897,2020-10-14 00:00:00,2020-11-15 00:00:00,,,,None,,None,,P800 PROFESSIONAL,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF32_Jul20_d67673,LEWS Community Forests,,CF32_Jul20,111.99274,1.39819,2020-01-19 00:00:00,2020-07-16 00:00:00,,,,None,,None,,WLS-10,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,T36_oct_20_d74310,LEWS Elevational Transect,,T36_oct_20,112.00339,1.41835,2020-10-17 00:00:00,2021-11-10 00:00:00,,,,None,,None,,SCBI90,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,T37_oct_20_d74311,LEWS Elevational Transect,,T37_oct_20,112.00533,1.42268,2020-10-17 00:00:00,2021-11-10 00:00:00,,,,None,,None,,SCB-89,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF3_Jul20_d67644,LEWS Community Forests,,CF3_Jul20,111.97646,1.38163,2020-01-26 00:00:00,2020-03-29 00:00:00,,,,None,,None,,P800HI10244527,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,10
p197,CF26_Jul20_d67667,LEWS Community Forests,,CF26_Jul20,111.98713,1.39581,2020-01-18 00:00:00,2020-04-07 00:00:00,,,,None,,None,,Not_entered,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,
p197,CF36_Jul20_d67677,LEWS Community Forests,,CF36_Jul20,111.99713,1.39202,2020-01-18 00:00:00,2020-02-16 00:00:00,,,,None,,None,,P800HH12225464,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF28_Jul20_d67669,LEWS Community Forests,,CF28_Jul20,111.99073,1.40164,2020-01-30 00:00:00,2020-03-07 00:00:00,,,,None,,None,,P800HF12170870,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF1 _Dec21_d74193,LEWS Community Forests,,CF1 _Dec21,111.97374,1.38511,2020-10-18 00:00:00,2021-01-01 00:00:00,,,,None,,None,,NRC112,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF21_Dec21_d74213,LEWS Community Forests,,CF21_Dec21,111.98580,1.40990,2020-10-13 00:00:00,2021-02-25 00:00:00,,,,None,,None,,WLS-14,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF6_Dec21_d74198,LEWS Community Forests,,CF6_Dec21,111.97739,1.39488,2020-10-15 00:00:00,2021-06-04 00:00:00,,,,None,,None,,NRC142,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF5_Dec21_d74197,LEWS Community Forests,,CF5_Dec21,111.97708,1.37948,2020-10-18 00:00:00,2021-11-13 00:00:00,,,,None,,None,,WLS-202,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF30_Dec21_d74222,LEWS Community Forests,,CF30_Dec21,111.99104,1.38835,2020-10-09 00:00:00,2021-11-12 00:00:00,,,,None,,None,,WLS-201,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF4_Dec21_d74196,LEWS Community Forests,,CF4_Dec21,111.97676,1.38578,2020-10-18 00:00:00,2021-04-02 00:00:00,,,,None,,None,,P800 PROFESSIONAL,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,T15_oct_20_d74290,LEWS Elevational Transect,,T15_oct_20,111.99193,1.44038,2020-10-14 00:00:00,2021-11-08 00:00:00,,,,None,,None,,SCB40,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF32_Dec21_d74224,LEWS Community Forests,,CF32_Dec21,111.99274,1.39819,2020-10-11 00:00:00,2021-11-12 00:00:00,,,,None,,None,,WLS-10,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,T21_oct_20_d74296,LEWS Elevational Transect,,T21_oct_20,111.97992,1.45978,2020-10-13 00:00:00,2021-04-14 00:00:00,,,,None,,None,,HF2 PRO COVERT,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,T08_oct_20_d74283,LEWS Elevational Transect,,T08_oct_20,111.99559,1.43702,2020-10-14 00:00:00,2020-10-22 00:00:00,,,,None,,None,,SCB220,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,15
p197,CF3_Dec21_d74195,LEWS Community Forests,,CF3_Dec21,111.97646,1.38163,2020-10-26 00:00:00,2021-05-25 00:00:00,,,,None,,None,,OK62,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,T22_oct_20_d74297,LEWS Elevational Transect,,T22_oct_20,111.98232,1.45534,2020-10-13 00:00:00,2021-02-02 00:00:00,,,,None,,None,,SCB-118,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,T26_oct_20_d74301,LEWS Elevational Transect,,T26_oct_20,111.97861,1.46474,2020-10-13 00:00:00,2020-12-02 00:00:00,,,,None,,None,,SCB-173,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF27_Jul20_d67668,LEWS Community Forests,,CF27_Jul20,111.98840,1.39325,2020-01-18 00:00:00,2020-07-19 00:00:00,,,,None,,None,,WLS-11,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,
p197,CF24_Dec21_d74216,LEWS Community Forests,,CF24_Dec21,111.98660,1.40094,2020-10-12 00:00:00,2021-02-25 00:00:00,,,,None,,None,,SCBI95,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF33_Dec21_d74225,LEWS Community Forests,,CF33_Dec21,111.99363,1.39238,2020-10-10 00:00:00,2021-02-28 00:00:00,,,,None,,None,,SCB-218,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,T20_oct_20_d74295,LEWS Elevational Transect,,T20_oct_20,111.98022,1.45832,2020-10-13 00:00:00,2021-11-06 00:00:00,,,,None,,None,,WLS-04,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,T04_oct_20_d74279,LEWS Elevational Transect,,T04_oct_20,111.99843,1.43555,2020-10-15 00:00:00,2020-11-14 00:00:00,,,,None,,None,,SCB-29,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,15
p197,T23_oct_20_d74298,LEWS Elevational Transect,,T23_oct_20,111.98067,1.45762,2020-10-13 00:00:00,2021-11-06 00:00:00,,,,None,,None,,WLS-07,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF7_Dec21_d74199,LEWS Community Forests,,CF7_Dec21,111.97753,1.37795,2020-10-16 00:00:00,2021-02-11 00:00:00,,,,None,,None,,WLS-200,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,CF15_Dec21_d74207,LEWS Community Forests,,CF15_Dec21,111.98270,1.40785,2020-10-12 00:00:00,2021-04-30 00:00:00,,,,None,,None,,WLS-15,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,T18_oct_20_d74293,LEWS Elevational Transect,,T18_oct_20,111.98647,1.45414,2020-10-13 00:00:00,2020-12-11 00:00:00,,,,None,,None,,SCB219,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,T19_oct_20_d74294,LEWS Elevational Transect,,T19_oct_20,111.98093,1.45674,2020-10-15 00:00:00,2020-12-16 00:00:00,,,,None,,None,,SCB2,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot35-Feb2017_d22646,Sanctuary Forest,,Plot35-Feb2017,112.01889,1.41632,2016-10-25 00:00:00,2017-02-16 00:00:00,,,,None,,None,,35,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot28-Feb2017_d22614,Sanctuary Forest,,Plot28-Feb2017,112.02124,1.41436,2016-10-22 00:00:00,2017-02-13 00:00:00,,,,None,,None,,28,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot22-Feb2017_d22634,Sanctuary Forest,,Plot22-Feb2017,112.01033,1.41866,2016-10-20 00:00:00,2016-12-03 00:00:00,,,,None,,None,,22,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot23-Feb2017_d22635,Sanctuary Forest,,Plot23-Feb2017,112.00882,1.42287,2016-10-20 00:00:00,2017-02-17 00:00:00,,,,None,,None,,23,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot21-Feb2017_d22633,Sanctuary Forest,,Plot21-Feb2017,112.00695,1.41658,2016-10-20 00:00:00,2017-02-15 00:00:00,,,,None,,None,,21,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot30-Feb2017_d22642,Sanctuary Forest,,Plot30-Feb2017,112.02754,1.41805,2016-10-22 00:00:00,2017-02-13 00:00:00,,,,None,,None,,30,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot24-Feb2017_d22636,Sanctuary Forest,,Plot24-Feb2017,112.00339,1.41835,2016-10-21 00:00:00,2017-02-15 00:00:00,,,,None,,None,,24,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot26-Feb2017_d22638,Sanctuary Forest,,Plot26-Feb2017,112.00652,1.42851,2016-10-01 00:00:00,2017-01-26 00:00:00,,,,None,,None,,26,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot34-Feb2017_d22645,Sanctuary Forest,,Plot34-Feb2017,112.01388,1.41566,2016-10-24 00:00:00,2017-02-13 00:00:00,,,,None,,None,,34,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot12-Feb2017_d22795,Reserve Forest,,Plot12-Feb2017,111.99201,1.40484,2016-10-12 00:00:00,2017-02-11 00:00:00,,,,None,,None,,12,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot15-Feb2017_d22798,Buffer Forest,,Plot15-Feb2017,112.00831,1.41190,2016-10-15 00:00:00,2017-02-18 00:00:00,,,,None,,None,,15,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot18-Feb2017_d22801,Buffer Forest,,Plot18-Feb2017,112.00639,1.40089,2016-10-16 00:00:00,2017-02-12 00:00:00,,,,None,,None,,18,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot04-Feb2017_d22789,Reserve Forest,,Plot04-Feb2017,111.97807,1.40016,2016-10-08 00:00:00,2017-02-09 00:00:00,,,,None,,None,,04,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot38-Feb2017_d22649,Sanctuary Forest,,Plot38-Feb2017,112.01743,1.42203,2016-10-26 00:00:00,2017-01-17 00:00:00,,,,None,,None,,38,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot09-Feb2017_d22792,Reserve Forest,,Plot09-Feb2017,112.00162,1.40046,2016-10-10 00:00:00,2017-01-14 00:00:00,,,,None,,None,,09,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot14-Feb2017_d22797,Reserve Forest,,Plot14-Feb2017,111.99928,1.39225,2016-10-13 00:00:00,2017-02-10 00:00:00,,,,None,,None,,SFC-14,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot39-Feb2017_d22650,Sanctuary Forest,,Plot39-Feb2017,112.02428,1.42094,2016-10-27 00:00:00,2016-11-01 00:00:00,,,,None,,None,,39,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot25-Feb2017_d22637,Sanctuary Forest,,Plot25-Feb2017,112.00533,1.42268,2016-10-21 00:00:00,2017-02-15 00:00:00,,,,None,,None,,25,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot10-Feb2017_d22793,Reserve Forest,,Plot10-Feb2017,111.98550,1.40476,2016-10-11 00:00:00,2017-02-11 00:00:00,,,,None,,None,,10,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot11-Feb2017_d22794,Reserve Forest,,Plot11-Feb2017,111.98035,1.40998,2016-10-11 00:00:00,2017-02-11 00:00:00,,,,None,,None,,11,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot29-Feb2017_d22641,Sanctuary Forest,,Plot29-Feb2017,112.02399,1.41649,2016-10-24 00:00:00,2017-02-13 00:00:00,,,,None,,None,,29,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot17-Feb2017_d22800,Buffer Forest,,Plot17-Feb2017,112.01824,1.41268,2016-10-15 00:00:00,2017-02-13 00:00:00,,,,None,,None,,17,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot32-Feb2017_d22644,Sanctuary Forest,,Plot32-Feb2017,112.01208,1.41732,2016-10-23 00:00:00,2017-02-18 00:00:00,,,,None,,None,,32,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot31-Feb2017_d22643,Sanctuary Forest,,Plot31-Feb2017,112.01243,1.41957,2016-10-22 00:00:00,2016-12-27 00:00:00,,,,None,,None,,31,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot19-Feb2017_d22802,Buffer Forest,,Plot19-Feb2017,112.00227,1.40526,2016-10-16 00:00:00,2017-02-12 00:00:00,,,,None,,None,,19,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot02-Feb2017_d22788,Reserve Forest,,Plot02-Feb2017,111.98776,1.38292,2016-10-17 00:00:00,2017-02-10 00:00:00,,,,None,,None,,02,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot36-Feb2017_d22647,Sanctuary Forest,,Plot36-Feb2017,112.02224,1.41936,2016-10-25 00:00:00,2017-02-13 00:00:00,,,,None,,None,,36,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot07-Feb2017_d22791,Reserve Forest,,Plot07-Feb2017,111.99400,1.40039,2016-10-10 00:00:00,2016-12-03 00:00:00,,,,None,,None,,7,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot37-Feb2017_d22648,Sanctuary Forest,,Plot37-Feb2017,112.01308,1.42249,2016-10-26 00:00:00,2017-02-17 00:00:00,,,,None,,None,,37,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot16-Feb2017_d22799,Buffer Forest,,Plot16-Feb2017,112.01359,1.41116,2016-10-15 00:00:00,2017-02-18 00:00:00,,,,None,,None,,16,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot20-Feb2017_d22803,Buffer Forest,,Plot20-Feb2017,112.00363,1.41058,2016-10-19 00:00:00,2017-02-15 00:00:00,,,,None,,None,,20,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot13-Feb2017_d22796,Reserve Forest,,Plot13-Feb2017,111.99262,1.40981,2016-10-12 00:00:00,2017-02-11 00:00:00,,,,None,,None,,13,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot27-Feb2017_d22639,Sanctuary Forest,,Plot27-Feb2017,112.00315,1.42940,2016-10-21 00:00:00,2016-12-29 00:00:00,,,,None,,None,,27,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot06-Feb2017_d22790,Reserve Forest,,Plot06-Feb2017,111.99057,1.39679,2016-10-09 00:00:00,2016-11-01 00:00:00,,,,None,,None,,06,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot15-May2017_d26179,Buffer Forest,,Plot15-May2017,112.00831,1.41190,2017-02-18 00:00:00,2017-04-28 00:00:00,,,,None,,None,,SFC-15,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot18-May2017_d26180,Buffer Forest,,Plot18-May2017,112.00639,1.40089,2017-02-12 00:00:00,2017-05-03 00:00:00,,,,None,,None,,SFC-18,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot20-May2017_d26181,Buffer Forest,,Plot20-May2017,112.00363,1.41058,2017-02-15 00:00:00,2017-05-03 00:00:00,,,,None,,None,,SFC-20,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot01-May2017_d26182,Reserve Forest,,Plot01-May2017,111.98443,1.38705,2017-02-09 00:00:00,2017-05-08 00:00:00,,,,None,,None,,SFC-01,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot07-May2017_d26188,Reserve Forest,,Plot07-May2017,111.99400,1.40039,2017-02-12 00:00:00,2017-05-06 00:00:00,,,,None,,None,,SFC-07,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot33-May2017_d26207,Sanctuary Forest,,Plot33-May2017,112.00983,1.41524,2017-02-15 00:00:00,2017-05-04 00:00:00,,,,None,,None,,SFC-33,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot26-May2017_d26201,Sanctuary Forest,,Plot26-May2017,112.00652,1.42851,2017-02-15 00:00:00,2017-05-03 00:00:00,,,,None,,None,,SFC-26,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot23-May2017_d26198,Sanctuary Forest,,Plot23-May2017,112.00882,1.42287,2017-02-17 00:00:00,2017-05-01 00:00:00,,,,None,,None,,SFC-23,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot19-May2017_d26211,Buffer Forest,,Plot19-May2017,112.00227,1.40526,2017-02-12 00:00:00,2017-05-03 00:00:00,,,,None,,None,,SFC-19,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot13-May2017_d26194,Reserve Forest,,Plot13-May2017,111.99262,1.40981,2017-02-11 00:00:00,2017-05-06 00:00:00,,,,None,,None,,SFC-13,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot09-May2017_d26190,Reserve Forest,,Plot09-May2017,112.00162,1.40046,2017-02-12 00:00:00,2017-05-03 00:00:00,,,,None,,None,,SFC-09,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot35-May2017_d26209,Sanctuary Forest,,Plot35-May2017,112.01889,1.41632,2017-02-16 00:00:00,2017-04-17 00:00:00,,,,None,,None,,SFC-35,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot02-May2017_d26183,Reserve Forest,,Plot02-May2017,111.98776,1.38292,2017-02-10 00:00:00,2017-04-09 00:00:00,,,,None,,None,,SFC-02,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot24-May2017_d26199,Sanctuary Forest,,Plot24-May2017,112.00339,1.41835,2017-02-15 00:00:00,2017-03-21 00:00:00,,,,None,,None,,SFC-24,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot28-May2017_d26203,Sanctuary Forest,,Plot28-May2017,112.02124,1.41436,2017-02-13 00:00:00,2017-04-28 00:00:00,,,,None,,None,,SFC-28,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot14-May2017_d26195,Reserve Forest,,Plot14-May2017,111.99928,1.39225,2017-02-10 00:00:00,2017-05-08 00:00:00,,,,None,,None,,SFC-14,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot40-May2017_d26213,Sanctuary Forest,,Plot40-May2017,112.01592,1.41917,2017-02-17 00:00:00,2017-04-22 00:00:00,,,,None,,None,,SFC-40,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot08-May2017_d26189,Reserve Forest,,Plot08-May2017,111.99784,1.39903,2017-02-12 00:00:00,2017-05-06 00:00:00,,,,None,,None,,SFC-08,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot03-May2017_d26184,Reserve Forest,,Plot03-May2017,111.98013,1.39128,2017-02-09 00:00:00,2017-05-09 00:00:00,,,,None,,None,,SFC-03,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot22-May2017_d26197,Sanctuary Forest,,Plot22-May2017,112.01033,1.41866,2017-02-17 00:00:00,2017-05-01 00:00:00,,,,None,,None,,SFC-22,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot34-May2017_d26208,Sanctuary Forest,,Plot34-May2017,112.01388,1.41566,2017-02-13 00:00:00,2017-05-04 00:00:00,,,,None,,None,,SFC-34,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot10-May2017_d26191,Reserve Forest,,Plot10-May2017,111.98550,1.40476,2017-02-14 00:00:00,2017-05-07 00:00:00,,,,None,,None,,SFC-10,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot21-May2017_d26196,Sanctuary Forest,,Plot21-May2017,112.00695,1.41658,2017-02-17 00:00:00,2017-05-01 00:00:00,,,,None,,None,,SFC-21,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot27-May2017_d26202,Sanctuary Forest,,Plot27-May2017,112.00315,1.42940,2017-02-19 00:00:00,2017-05-03 00:00:00,,,,None,,None,,SFC-27,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot12-May2017_d26193,Reserve Forest,,Plot12-May2017,111.99201,1.40484,2017-02-11 00:00:00,2017-05-06 00:00:00,,,,None,,None,,SFC-12,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot05-May2017_d26186,Reserve Forest,,Plot05-May2017,111.97807,1.40016,2017-02-09 00:00:00,2017-05-09 00:00:00,,,,None,,None,,SFC-05,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot04-May2017_d26185,Reserve Forest,,Plot04-May2017,111.97739,1.39488,2017-02-09 00:00:00,2017-04-29 00:00:00,,,,None,,None,,SFC-04,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot06-May2017_d26187,Reserve Forest,,Plot06-May2017,111.99057,1.39679,2017-02-11 00:00:00,2017-05-07 00:00:00,,,,None,,None,,SFC-06,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot11-May2017_d26192,Reserve Forest,,Plot11-May2017,111.98035,1.40998,2017-02-11 00:00:00,2017-05-07 00:00:00,,,,None,,None,,SFC-11,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot30-May2017_d26204,Sanctuary Forest,,Plot30-May2017,112.02754,1.41805,2017-02-13 00:00:00,2017-04-28 00:00:00,,,,None,,None,,SFC-30,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot25-May2017_d26200,Sanctuary Forest,,Plot25-May2017,112.00533,1.42268,2017-02-15 00:00:00,2017-05-03 00:00:00,,,,None,,None,,SFC-25,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot01-July2017_d27891,Reserve Forest,,Plot01-July2017,111.98443,1.38705,2017-05-08 00:00:00,2017-07-23 00:00:00,,,,None,,None,,SFC-01,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot03-July2017_d27893,Reserve Forest,,Plot03-July2017,111.98013,1.39128,2017-05-09 00:00:00,2017-07-22 00:00:00,,,,None,,None,,SFC-03,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot02-July2017_d27892,Reserve Forest,,Plot02-July2017,111.98776,1.38292,2017-05-08 00:00:00,2017-07-19 00:00:00,,,,None,,None,,SFC-02,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot04-July2017_d27894,Reserve Forest,,Plot04-July2017,111.97739,1.39488,2017-05-09 00:00:00,2017-07-22 00:00:00,,,,None,,None,,SFC-04,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot05-July2017_d27895,Reserve Forest,,Plot05-July2017,111.97807,1.40016,2017-05-09 00:00:00,2017-07-22 00:00:00,,,,None,,None,,SFC-05,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot06-July2017_d27896,Reserve Forest,,Plot06-July2017,111.99057,1.39679,2017-05-07 00:00:00,2017-07-23 00:00:00,,,,None,,None,,SFC-06,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot08-July2017_d27897,Reserve Forest,,Plot08-July2017,111.99784,1.39903,2017-05-06 00:00:00,2017-07-12 00:00:00,,,,None,,None,,SFC-08,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot34-July2017_d27923,Sanctuary Forest,,Plot34-July2017,112.01388,1.41566,2017-05-11 00:00:00,2017-07-17 00:00:00,,,,None,,None,,SFC-34,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot13-July2017_d27902,Reserve Forest,,Plot13-July2017,111.99262,1.40981,2017-05-07 00:00:00,2017-07-23 00:00:00,,,,None,,None,,SFC-13,1,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot35-July2017_d27924,Sanctuary Forest,,Plot35-July2017,112.01889,1.41632,2017-05-04 00:00:00,2017-07-10 00:00:00,,,,None,,None,,SFC-35,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot10-July2017_d27899,Reserve Forest,,Plot10-July2017,111.98550,1.40476,2017-05-07 00:00:00,2017-07-23 00:00:00,,,,None,,None,,SFC-10,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
p197,Plot09-July2017_d27898,Reserve Forest,,Plot09-July2017,112.00162,1.40046,2017-05-03 00:00:00,2017-07-12 00:00:00,,,,None,,None,,SFC-09,0,Camera Functioning,Knee height,,Parallel,None,None,None,None,8
