project_id,deployment_id,sequence_id,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,start_time,end_time,group_size,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license
2004603,SP34_d51723,3543241,0,Batch Upload,0f70fcca-5658-4f60-b0e4-48db3120cebc,Mammalia,Cetartiodactyla,Suidae,Sus,barbatus,Bearded Pig,Don't know,10/26/2016 10:23:03,10/26/2016 10:24:04,1,Adult,Female,,,,,,None,,CC0
2004603,SP34_d51723,3543311,0,Batch Upload,0f70fcca-5658-4f60-b0e4-48db3120cebc,Mammalia,Cetartiodactyla,Suidae,Sus,barbatus,Bearded Pig,Don't know,12/13/2016 13:02:11,12/13/2016 13:03:17,1,Adult,Female,,,,,,None,,CC0
2004603,SP34_d51723,3543339,0,Batch Upload,0f70fcca-5658-4f60-b0e4-48db3120cebc,Mammalia,Cetartiodactyla,Suidae,Sus,barbatus,Bearded Pig,Don't know,1/1/2017 06:28:37,1/1/2017 06:30:16,1,Adult,Female,,,,,,None,,CC0
2004603,SP34_d51723,3543404,0,Batch Upload,0f70fcca-5658-4f60-b0e4-48db3120cebc,Mammalia,Cetartiodactyla,Suidae,Sus,barbatus,Bearded Pig,Don't know,2/14/2017 06:34:01,2/14/2017 06:34:58,1,Adult,Female,,,,,,None,,CC0
2004603,SP48_d51721,3543859,0,Batch Upload,264e0846-be86-495b-8c64-30da2118694c,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Southern Pig-tailed Macaque,Don't know,10/15/2016 08:27:09,10/15/2016 08:27:12,1,Adult,Female,,,,,,None,,CC0
2004603,SP37_d51724,3544165,0,Batch Upload,0f70fcca-5658-4f60-b0e4-48db3120cebc,Mammalia,Cetartiodactyla,Suidae,Sus,barbatus,Bearded Pig,Don't know,1/9/2017 14:13:41,1/9/2017 14:15:00,1,Adult,Female,,,,,,None,,CC0
2004603,SP38_d51725,3544506,0,Batch Upload,0f70fcca-5658-4f60-b0e4-48db3120cebc,Mammalia,Cetartiodactyla,Suidae,Sus,barbatus,Bearded Pig,Don't know,2/7/2017 14:12:34,2/7/2017 14:15:17,1,Adult,Female,,,,,,None,,CC0
2004603,SP39_d51726,3544712,0,Batch Upload,0f70fcca-5658-4f60-b0e4-48db3120cebc,Mammalia,Cetartiodactyla,Suidae,Sus,barbatus,Bearded Pig,Don't know,2/28/2017 11:22:03,2/28/2017 11:23:07,1,Adult,Female,,,,,,None,,CC0
2004603,SP39_d51726,3544726,0,Batch Upload,0f70fcca-5658-4f60-b0e4-48db3120cebc,Mammalia,Cetartiodactyla,Suidae,Sus,barbatus,Bearded Pig,Don't know,3/6/2017 13:44:37,3/6/2017 13:44:40,1,Adult,Female,,,,,,None,,CC0
2004603,SP33_d51730,3545127,0,Batch Upload,264e0846-be86-495b-8c64-30da2118694c,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Southern Pig-tailed Macaque,Don't know,12/17/2016 07:14:17,12/17/2016 07:14:20,1,Adult,Female,,,,,,None,,CC0
2004603,SP33_d51730,3545255,0,Batch Upload,264e0846-be86-495b-8c64-30da2118694c,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Southern Pig-tailed Macaque,Don't know,2/28/2017 13:33:26,2/28/2017 13:33:29,1,Adult,Female,,,,,,None,,CC0
2004603,SP01_d48018,3545691,0,Batch Upload,264e0846-be86-495b-8c64-30da2118694c,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Southern Pig-tailed Macaque,Don't know,5/15/2016 14:05:21,5/15/2016 14:11:27,4,Adult,Female,,,,,,None,,CC0
2004603,SP01_d48018,3545699,0,Batch Upload,264e0846-be86-495b-8c64-30da2118694c,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Southern Pig-tailed Macaque,Don't know,5/24/2016 07:09:43,5/24/2016 07:09:45,1,Adult,Female,,,,,,None,,CC0
2004603,SP01_d48018,3545706,0,Batch Upload,264e0846-be86-495b-8c64-30da2118694c,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Southern Pig-tailed Macaque,Don't know,5/26/2016 07:39:33,5/26/2016 07:41:53,1,Adult,Female,,,,,,None,,CC0
2004603,SP01_d48018,3545723,0,Batch Upload,82b08fe4-4f98-47ae-94dd-22066db481e0,Aves,Galliformes,Phasianidae,Lophura,ignita,Faisán Noble,Don't know,6/14/2016 09:56:31,6/14/2016 09:56:34,1,Adult,Female,,,,,,None,,CC0
2004603,SP01_d48018,3545737,0,Batch Upload,264e0846-be86-495b-8c64-30da2118694c,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Southern Pig-tailed Macaque,Don't know,6/27/2016 11:00:11,6/27/2016 11:00:51,2,Adult,Female,,,,,,None,,CC0
2004603,SP01_d48018,3545754,0,Batch Upload,0f70fcca-5658-4f60-b0e4-48db3120cebc,Mammalia,Cetartiodactyla,Suidae,Sus,barbatus,Bearded Pig,Don't know,7/6/2016 04:34:22,7/6/2016 04:35:18,1,Adult,Female,,,,,,None,,CC0
2004603,SP01_d48018,3545765,0,Batch Upload,0f70fcca-5658-4f60-b0e4-48db3120cebc,Mammalia,Cetartiodactyla,Suidae,Sus,barbatus,Bearded Pig,Don't know,7/7/2016 19:00:03,7/7/2016 19:00:56,1,Adult,Female,,,,,,None,,CC0
2004603,SP01_d48018,3545778,0,Batch Upload,264e0846-be86-495b-8c64-30da2118694c,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Southern Pig-tailed Macaque,Don't know,7/10/2016 14:03:11,7/10/2016 14:04:07,1,Adult,Female,,,,,,None,,CC0
2004603,SP01_d48018,3545807,0,Batch Upload,264e0846-be86-495b-8c64-30da2118694c,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Southern Pig-tailed Macaque,Don't know,7/16/2016 12:32:52,7/16/2016 12:33:21,2,Adult,Female,,,,,,None,,CC0
2004603,SP01_d48018,3545813,0,Batch Upload,264e0846-be86-495b-8c64-30da2118694c,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Southern Pig-tailed Macaque,Don't know,7/18/2016 14:44:37,7/18/2016 14:44:54,1,Adult,Female,,,,,,None,,CC0
2004603,SP01_d48018,3545816,0,Batch Upload,264e0846-be86-495b-8c64-30da2118694c,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Southern Pig-tailed Macaque,Don't know,7/18/2016 14:53:29,7/18/2016 14:54:31,1,Adult,Female,,,,,,None,,CC0
2004603,SP01_d48018,3545895,0,Batch Upload,0f70fcca-5658-4f60-b0e4-48db3120cebc,Mammalia,Cetartiodactyla,Suidae,Sus,barbatus,Bearded Pig,Don't know,8/14/2016 18:21:45,8/14/2016 18:22:38,2,Adult,Female,,,,,,None,,CC0
